invoice_id,vendor,department,invoice_type,amount,submitted_date,due_date,approved_date,approval_days,payment_terms_days,has_purchase_order,duplicate_flag,vendor_delay_history,sla_breached,risk_level,risk_reason,next_best_action
INV-00170,TechNova Solutions,Risk Management,Cloud Infrastructure,8559.89,2025-08-12,2025-09-26,2025-08-25,13,45,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00171,GreenLogix,Procurement,Consulting Service,15138.0,2025-09-23,2025-11-07,2025-10-01,8,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00172,GreenLogix,HR,Consulting Service,16591.49,2025-02-10,2025-02-25,2025-02-16,6,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00173,GreenLogix,IT,Logistics,13595.3,2025-06-30,2025-07-15,2025-07-08,8,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00174,TechNova Solutions,Finance,Logistics,19306.62,2025-01-16,2025-02-15,2025-01-22,6,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00175,TechNova Solutions,IT,Software License,7461.86,2025-07-05,2025-08-19,2025-07-16,11,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00176,Alpha Consulting,Procurement,Cloud Infrastructure,13596.21,2025-09-29,2025-10-29,2025-10-01,2,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00177,CloudBridge Ltd,Finance,Logistics,5988.42,2025-10-15,2025-12-14,2025-10-24,9,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00178,FinEdge Services,HR,Cloud Infrastructure,20972.43,2025-03-04,2025-04-03,2025-03-12,8,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00179,Alpha Consulting,Finance,Logistics,29043.06,2025-02-03,2025-03-20,2025-02-09,6,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00180,DataCore Systems,Risk Management,Logistics,27856.07,2025-07-05,2025-08-04,2025-07-16,11,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00181,DataCore Systems,IT,Office Supplies,1275.38,2025-08-28,2025-10-12,2025-09-06,9,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00182,CloudBridge Ltd,Finance,Cloud Infrastructure,12245.72,2025-09-27,2025-11-26,2025-10-09,12,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00183,DataCore Systems,Procurement,Logistics,2687.87,2025-03-07,2025-04-21,2025-03-15,8,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00184,DataCore Systems,IT,Office Supplies,15334.48,2025-03-05,2025-03-20,2025-03-19,14,15,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00185,FinEdge Services,Procurement,Security Service,26900.31,2025-05-09,2025-05-24,2025-05-23,14,15,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00186,OfficePlus Group,HR,Security Service,3256.14,2025-10-31,2025-11-30,2025-11-11,11,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00187,NetSecure Inc,HR,Software License,24844.47,2025-01-24,2025-02-08,2025-01-25,1,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00188,FinEdge Services,HR,Office Supplies,18734.2,2025-11-18,2026-01-17,2025-11-19,1,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00189,FinEdge Services,Risk Management,Office Supplies,9274.3,2025-03-22,2025-04-06,2025-03-24,2,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00190,DataCore Systems,Procurement,Logistics,9919.83,2025-07-24,2025-09-07,2025-08-07,14,45,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00191,NetSecure Inc,IT,Office Supplies,4114.4,2025-03-14,2025-04-13,2025-03-22,8,30,False,False,False,False,Medium,Missing purchase order,Request missing information
INV-00192,GreenLogix,IT,Consulting Service,24497.6,2025-04-08,2025-05-23,2025-04-23,15,45,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00193,Alpha Consulting,Procurement,Office Supplies,1183.7,2025-05-04,2025-07-03,2025-05-11,7,60,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00194,Alpha Consulting,HR,Logistics,20339.36,2025-02-25,2025-03-12,2025-03-02,5,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00195,GreenLogix,Procurement,Software License,12317.16,2025-07-05,2025-08-04,2025-07-15,10,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00196,OfficePlus Group,HR,Logistics,18525.77,2025-07-21,2025-08-05,2025-07-24,3,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00197,NetSecure Inc,IT,Consulting Service,18272.66,2025-01-24,2025-02-08,2025-01-31,7,15,False,False,False,False,Medium,Missing purchase order,Request missing information
INV-00198,Alpha Consulting,IT,Security Service,26847.38,2025-11-10,2025-12-25,2025-11-13,3,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00199,OfficePlus Group,HR,Cloud Infrastructure,15465.79,2025-10-16,2025-12-15,2025-10-25,9,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00200,CloudBridge Ltd,Operations,Security Service,9576.5,2025-11-02,2025-11-17,2025-11-17,15,15,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00201,FinEdge Services,Risk Management,Software License,17713.94,2025-03-17,2025-05-16,2025-03-20,3,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00202,CloudBridge Ltd,IT,Software License,13510.64,2025-07-31,2025-08-30,2025-08-07,7,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00203,Alpha Consulting,Risk Management,Logistics,2337.3,2025-10-15,2025-11-14,2025-10-18,3,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00204,NetSecure Inc,IT,Office Supplies,27407.66,2025-11-26,2026-01-10,2025-12-02,6,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00205,FinEdge Services,Procurement,Security Service,9305.73,2025-04-17,2025-06-01,2025-04-22,5,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00206,OfficePlus Group,Procurement,Software License,17417.57,2025-07-22,2025-09-20,2025-07-31,9,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00207,OfficePlus Group,Finance,Cloud Infrastructure,28681.75,2025-08-15,2025-09-29,2025-08-17,2,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00208,OfficePlus Group,HR,Logistics,8512.83,2025-05-05,2025-06-04,2025-05-07,2,30,False,False,False,False,Medium,Missing purchase order,Request missing information
INV-00209,FinEdge Services,Finance,Software License,12692.39,2025-02-21,2025-04-22,2025-03-05,12,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00210,DataCore Systems,Operations,Logistics,28083.45,2025-09-02,2025-11-01,2025-09-17,15,60,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00211,OfficePlus Group,Risk Management,Software License,27284.14,2025-10-01,2025-10-31,2025-10-03,2,30,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00212,DataCore Systems,Operations,Consulting Service,28050.72,2025-09-11,2025-11-10,2025-09-12,1,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00213,OfficePlus Group,Finance,Software License,9302.57,2025-06-21,2025-07-06,2025-07-01,10,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00214,Alpha Consulting,IT,Security Service,14306.61,2025-06-19,2025-07-04,2025-06-23,4,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00215,DataCore Systems,Finance,Logistics,10444.81,2025-03-31,2025-04-30,2025-04-05,5,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00216,GreenLogix,HR,Cloud Infrastructure,3058.76,2025-04-05,2025-04-20,2025-04-16,11,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00217,TechNova Solutions,Procurement,Office Supplies,7447.88,2025-06-18,2025-08-02,2025-07-01,13,45,True,False,True,True,High,Vendor delay history with SLA breach,Send for manual review
INV-00218,NetSecure Inc,Risk Management,Consulting Service,2332.67,2025-06-07,2025-08-06,2025-06-09,2,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00219,OfficePlus Group,Risk Management,Software License,19341.98,2025-11-11,2025-12-26,2025-11-16,5,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00220,Alpha Consulting,Risk Management,Security Service,11521.93,2025-10-03,2025-12-02,2025-10-15,12,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00221,CloudBridge Ltd,HR,Office Supplies,16081.11,2025-10-16,2025-10-31,2025-10-22,6,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00222,FinEdge Services,HR,Security Service,4920.65,2025-03-01,2025-04-30,2025-03-07,6,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00223,Alpha Consulting,Finance,Office Supplies,4392.36,2025-10-16,2025-12-15,2025-10-23,7,60,False,False,False,False,Medium,Missing purchase order,Request missing information
INV-00224,TechNova Solutions,Operations,Cloud Infrastructure,24585.37,2025-10-24,2025-11-23,2025-11-05,12,30,False,False,False,False,High,High amount with missing purchase order,Send for manual review
INV-00225,TechNova Solutions,Finance,Office Supplies,1436.18,2025-03-11,2025-04-10,2025-03-18,7,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00226,GreenLogix,Procurement,Office Supplies,13731.85,2025-07-12,2025-09-10,2025-07-27,15,60,False,False,False,True,Medium,Missing purchase order,Request missing information
INV-00227,DataCore Systems,Risk Management,Cloud Infrastructure,3999.68,2025-09-28,2025-11-27,2025-10-07,9,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00228,TechNova Solutions,Procurement,Office Supplies,20368.25,2025-09-30,2025-11-29,2025-10-09,9,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00229,DataCore Systems,Procurement,Consulting Service,28153.61,2025-01-17,2025-02-01,2025-01-29,12,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00230,TechNova Solutions,IT,Consulting Service,2485.08,2025-08-17,2025-09-01,2025-08-27,10,15,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00231,TechNova Solutions,Operations,Office Supplies,7413.01,2025-03-13,2025-03-28,2025-03-17,4,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00232,NetSecure Inc,HR,Security Service,23289.88,2025-05-02,2025-06-16,2025-05-16,14,45,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00233,FinEdge Services,Operations,Cloud Infrastructure,8617.04,2025-11-17,2025-12-17,2025-11-26,9,30,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00234,NetSecure Inc,Risk Management,Logistics,11744.06,2025-08-02,2025-09-16,2025-08-11,9,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00235,Alpha Consulting,IT,Consulting Service,9371.72,2025-08-26,2025-09-25,2025-09-07,12,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00236,DataCore Systems,Operations,Consulting Service,8022.37,2025-08-19,2025-09-03,2025-08-25,6,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00237,FinEdge Services,Finance,Cloud Infrastructure,11626.46,2025-02-07,2025-02-22,2025-02-17,10,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00238,FinEdge Services,Operations,Consulting Service,26149.48,2025-01-08,2025-02-22,2025-01-14,6,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00239,Alpha Consulting,IT,Logistics,18329.85,2025-05-03,2025-07-02,2025-05-07,4,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00240,NetSecure Inc,Procurement,Cloud Infrastructure,11109.52,2025-08-27,2025-10-26,2025-09-11,15,60,False,False,False,True,Medium,Missing purchase order,Request missing information
INV-00241,NetSecure Inc,IT,Cloud Infrastructure,9731.2,2025-03-16,2025-04-15,2025-03-17,1,30,False,False,False,False,Medium,Missing purchase order,Request missing information
INV-00242,GreenLogix,Procurement,Consulting Service,6287.66,2025-10-19,2025-12-18,2025-10-23,4,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00243,NetSecure Inc,Procurement,Office Supplies,29011.99,2025-08-24,2025-10-23,2025-09-04,11,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00244,Alpha Consulting,IT,Security Service,29714.54,2025-02-08,2025-02-23,2025-02-09,1,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00245,GreenLogix,IT,Logistics,7327.29,2025-01-05,2025-02-04,2025-01-17,12,30,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00246,Alpha Consulting,Risk Management,Office Supplies,964.09,2025-01-07,2025-03-08,2025-01-16,9,60,False,False,False,False,Medium,Missing purchase order,Request missing information
INV-00247,OfficePlus Group,Finance,Security Service,24488.14,2025-04-02,2025-06-01,2025-04-13,11,60,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00248,FinEdge Services,HR,Security Service,7946.34,2025-07-23,2025-09-06,2025-07-29,6,45,False,False,False,False,Medium,Missing purchase order,Request missing information
INV-00249,FinEdge Services,Risk Management,Consulting Service,9349.25,2025-01-17,2025-02-01,2025-01-31,14,15,False,False,False,True,Medium,Missing purchase order,Request missing information
INV-00250,TechNova Solutions,Risk Management,Software License,21233.93,2025-08-11,2025-10-10,2025-08-13,2,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00251,CloudBridge Ltd,HR,Software License,7278.11,2025-05-19,2025-07-18,2025-06-03,15,60,False,False,False,True,Medium,Missing purchase order,Request missing information
INV-00252,TechNova Solutions,IT,Cloud Infrastructure,961.91,2025-07-23,2025-08-22,2025-07-27,4,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00253,GreenLogix,Risk Management,Security Service,10286.03,2025-02-10,2025-03-12,2025-02-23,13,30,True,False,True,True,High,Vendor delay history with SLA breach,Send for manual review
INV-00254,GreenLogix,IT,Software License,10547.49,2025-06-17,2025-08-16,2025-06-30,13,60,False,False,False,True,Medium,Missing purchase order,Request missing information
INV-00255,Alpha Consulting,IT,Cloud Infrastructure,16814.61,2025-04-06,2025-06-05,2025-04-13,7,60,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00256,OfficePlus Group,IT,Logistics,2668.45,2025-07-14,2025-08-13,2025-07-19,5,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00257,NetSecure Inc,Procurement,Software License,3199.85,2025-07-04,2025-09-02,2025-07-09,5,60,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00258,GreenLogix,Operations,Security Service,16864.83,2025-01-14,2025-01-29,2025-01-21,7,15,False,False,False,False,Medium,Missing purchase order,Request missing information
INV-00259,NetSecure Inc,Operations,Software License,9109.5,2025-10-14,2025-10-29,2025-10-21,7,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00260,DataCore Systems,Risk Management,Office Supplies,5500.3,2025-05-18,2025-07-02,2025-05-23,5,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00261,GreenLogix,Procurement,Office Supplies,23588.67,2025-05-07,2025-06-21,2025-05-13,6,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00262,Alpha Consulting,Finance,Consulting Service,9487.41,2025-11-14,2025-12-29,2025-11-21,7,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00263,GreenLogix,Risk Management,Security Service,4515.67,2025-09-03,2025-10-03,2025-09-09,6,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00264,OfficePlus Group,Risk Management,Logistics,19170.62,2025-06-16,2025-07-16,2025-06-26,10,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00265,CloudBridge Ltd,HR,Consulting Service,17970.7,2025-10-09,2025-11-08,2025-10-18,9,30,False,False,False,False,Medium,Missing purchase order,Request missing information
INV-00266,FinEdge Services,Operations,Cloud Infrastructure,25022.81,2025-09-13,2025-11-12,2025-09-15,2,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00267,DataCore Systems,Risk Management,Office Supplies,23777.76,2025-11-03,2026-01-02,2025-11-05,2,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00268,GreenLogix,HR,Software License,23826.27,2025-02-25,2025-03-12,2025-03-03,6,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00269,TechNova Solutions,HR,Logistics,20485.42,2025-08-09,2025-09-23,2025-08-16,7,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00270,FinEdge Services,Operations,Cloud Infrastructure,12038.46,2025-06-26,2025-07-26,2025-07-09,13,30,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00271,CloudBridge Ltd,Finance,Logistics,4679.42,2025-08-22,2025-10-06,2025-08-27,5,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00272,CloudBridge Ltd,Operations,Logistics,21054.52,2025-06-03,2025-06-18,2025-06-09,6,15,False,False,True,False,High,High amount with missing purchase order,Send for manual review
INV-00273,NetSecure Inc,Risk Management,Software License,20475.61,2025-09-22,2025-10-22,2025-09-25,3,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00274,Alpha Consulting,IT,Office Supplies,19077.93,2025-07-22,2025-09-20,2025-07-25,3,60,False,False,False,False,Medium,Missing purchase order,Request missing information
INV-00275,GreenLogix,Operations,Software License,21289.7,2025-02-02,2025-03-19,2025-02-06,4,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00276,NetSecure Inc,Procurement,Consulting Service,13997.74,2025-09-28,2025-11-27,2025-10-03,5,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00277,GreenLogix,HR,Software License,10763.78,2025-11-13,2026-01-12,2025-11-27,14,60,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00278,CloudBridge Ltd,Risk Management,Consulting Service,9738.98,2025-03-01,2025-04-15,2025-03-05,4,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00279,GreenLogix,HR,Consulting Service,17456.78,2025-09-07,2025-10-07,2025-09-14,7,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00280,DataCore Systems,HR,Consulting Service,14944.44,2025-06-11,2025-07-11,2025-06-14,3,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00281,TechNova Solutions,Operations,Consulting Service,6256.29,2025-07-29,2025-09-27,2025-08-05,7,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00282,Alpha Consulting,IT,Software License,17179.24,2025-05-30,2025-06-29,2025-06-12,13,30,False,False,False,True,Medium,Missing purchase order,Request missing information
INV-00283,Alpha Consulting,HR,Logistics,23290.16,2025-10-21,2025-11-05,2025-10-29,8,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00284,NetSecure Inc,HR,Software License,22920.12,2025-08-06,2025-09-05,2025-08-14,8,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00285,OfficePlus Group,Finance,Office Supplies,8253.05,2025-08-13,2025-08-28,2025-08-27,14,15,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00286,FinEdge Services,Risk Management,Security Service,20829.44,2025-03-26,2025-05-25,2025-04-09,14,60,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00287,TechNova Solutions,HR,Cloud Infrastructure,16202.28,2025-06-15,2025-07-15,2025-06-25,10,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00288,CloudBridge Ltd,IT,Office Supplies,27603.68,2025-03-09,2025-04-08,2025-03-14,5,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00289,GreenLogix,Operations,Consulting Service,17534.05,2025-07-12,2025-09-10,2025-07-17,5,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00290,CloudBridge Ltd,Operations,Security Service,22619.17,2025-08-21,2025-10-05,2025-09-02,12,45,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00291,CloudBridge Ltd,Risk Management,Office Supplies,19227.8,2025-02-02,2025-03-19,2025-02-14,12,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00292,FinEdge Services,Operations,Cloud Infrastructure,10024.52,2025-10-08,2025-11-22,2025-10-13,5,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00293,NetSecure Inc,Risk Management,Software License,1855.32,2025-01-09,2025-03-10,2025-01-20,11,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00294,TechNova Solutions,Operations,Consulting Service,29872.98,2025-06-04,2025-07-04,2025-06-19,15,30,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00295,NetSecure Inc,Procurement,Software License,11469.39,2025-01-27,2025-02-26,2025-02-11,15,30,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00296,FinEdge Services,Operations,Logistics,3190.38,2025-04-20,2025-05-05,2025-04-22,2,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00297,Alpha Consulting,Finance,Software License,21020.11,2025-08-05,2025-08-20,2025-08-19,14,15,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00298,CloudBridge Ltd,Risk Management,Software License,3544.45,2025-03-12,2025-04-26,2025-03-18,6,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00299,DataCore Systems,Finance,Security Service,17117.09,2025-08-14,2025-09-13,2025-08-24,10,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00300,GreenLogix,HR,Logistics,13550.32,2025-02-21,2025-03-08,2025-02-25,4,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00301,NetSecure Inc,Operations,Cloud Infrastructure,23836.76,2025-11-27,2026-01-11,2025-12-01,4,45,False,False,False,False,High,High amount with missing purchase order,Send for manual review
INV-00302,OfficePlus Group,Risk Management,Software License,25512.82,2025-04-16,2025-05-31,2025-04-27,11,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00303,OfficePlus Group,Risk Management,Software License,23622.15,2025-09-11,2025-10-11,2025-09-24,13,30,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00304,CloudBridge Ltd,HR,Software License,29613.03,2025-03-09,2025-04-23,2025-03-24,15,45,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00305,DataCore Systems,Operations,Software License,992.34,2025-05-15,2025-05-30,2025-05-17,2,15,True,False,False,False,Low,No risk detected,Approve for payment
INV-00306,GreenLogix,HR,Cloud Infrastructure,19042.84,2025-08-05,2025-10-04,2025-08-14,9,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00307,DataCore Systems,Procurement,Software License,9642.25,2025-03-21,2025-04-20,2025-03-30,9,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00308,CloudBridge Ltd,Procurement,Logistics,13405.84,2025-01-30,2025-03-01,2025-02-13,14,30,True,False,True,True,High,Vendor delay history with SLA breach,Send for manual review
INV-00309,TechNova Solutions,Procurement,Logistics,22379.96,2025-03-03,2025-04-02,2025-03-15,12,30,False,False,True,False,High,High amount with missing purchase order,Send for manual review
INV-00310,Alpha Consulting,Procurement,Security Service,15758.07,2025-03-27,2025-05-11,2025-04-10,14,45,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00311,CloudBridge Ltd,Finance,Cloud Infrastructure,24309.68,2025-05-15,2025-05-30,2025-05-20,5,15,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00312,Alpha Consulting,HR,Cloud Infrastructure,2135.45,2025-07-08,2025-08-07,2025-07-22,14,30,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00313,CloudBridge Ltd,IT,Logistics,15510.33,2025-05-06,2025-05-21,2025-05-07,1,15,False,False,False,False,Medium,Missing purchase order,Request missing information
INV-00314,DataCore Systems,Finance,Security Service,24191.91,2025-04-25,2025-06-24,2025-05-07,12,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00315,OfficePlus Group,Finance,Security Service,11497.84,2025-04-02,2025-04-17,2025-04-11,9,15,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00316,GreenLogix,Finance,Office Supplies,26047.95,2025-06-17,2025-08-01,2025-06-30,13,45,False,False,False,True,High,High amount with missing purchase order,Send for manual review
INV-00317,OfficePlus Group,HR,Cloud Infrastructure,22317.49,2025-07-08,2025-09-06,2025-07-12,4,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00318,FinEdge Services,Risk Management,Security Service,22934.23,2025-01-04,2025-02-03,2025-01-08,4,30,True,True,False,False,High,Duplicate invoice detected,Escalate to manager
INV-00319,TechNova Solutions,Procurement,Software License,22888.41,2025-02-23,2025-04-09,2025-03-02,7,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00320,TechNova Solutions,IT,Logistics,8754.85,2025-09-24,2025-10-24,2025-09-25,1,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00321,CloudBridge Ltd,HR,Software License,15410.12,2025-02-08,2025-04-09,2025-02-19,11,60,True,False,False,False,Low,No risk detected,Approve for payment
INV-00322,DataCore Systems,IT,Cloud Infrastructure,8199.23,2025-06-17,2025-08-16,2025-06-23,6,60,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00323,FinEdge Services,IT,Security Service,3714.7,2025-08-19,2025-09-18,2025-08-21,2,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00324,FinEdge Services,Operations,Cloud Infrastructure,14168.72,2025-02-16,2025-03-03,2025-03-02,14,15,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00325,TechNova Solutions,IT,Cloud Infrastructure,4875.55,2025-07-02,2025-08-01,2025-07-14,12,30,True,True,False,False,High,Duplicate invoice detected,Escalate to manager
INV-00326,DataCore Systems,Finance,Office Supplies,25710.74,2025-02-18,2025-03-20,2025-02-27,9,30,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00327,TechNova Solutions,Finance,Consulting Service,4356.1,2025-07-10,2025-09-08,2025-07-24,14,60,True,False,True,True,High,Vendor delay history with SLA breach,Send for manual review
INV-00328,OfficePlus Group,Finance,Software License,29916.26,2025-03-07,2025-05-06,2025-03-11,4,60,False,False,False,False,High,High amount with missing purchase order,Send for manual review
INV-00329,CloudBridge Ltd,Finance,Office Supplies,1993.81,2025-07-22,2025-09-20,2025-08-06,15,60,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00330,NetSecure Inc,IT,Consulting Service,8611.96,2025-01-18,2025-02-17,2025-01-26,8,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00331,Alpha Consulting,Operations,Security Service,14631.41,2025-07-16,2025-08-30,2025-07-18,2,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00332,FinEdge Services,Risk Management,Security Service,23947.96,2025-09-03,2025-10-18,2025-09-10,7,45,True,False,False,False,Low,No risk detected,Approve for payment
INV-00333,NetSecure Inc,Operations,Cloud Infrastructure,5804.57,2025-01-16,2025-02-15,2025-01-22,6,30,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00334,Alpha Consulting,HR,Cloud Infrastructure,23121.84,2025-02-21,2025-03-23,2025-02-25,4,30,True,False,False,False,Low,No risk detected,Approve for payment
INV-00335,TechNova Solutions,IT,Security Service,25471.9,2025-07-01,2025-08-30,2025-07-14,13,60,True,False,False,True,Medium,SLA approval deadline exceeded,Request additional validation
INV-00336,FinEdge Services,HR,Cloud Infrastructure,24283.2,2025-10-30,2025-12-14,2025-11-11,12,45,False,False,False,False,High,High amount with missing purchase order,Send for manual review
INV-00337,DataCore Systems,HR,Consulting Service,25182.56,2025-10-05,2025-12-04,2025-10-18,13,60,True,False,True,True,High,Vendor delay history with SLA breach,Send for manual review
INV-00338,FinEdge Services,HR,Consulting Service,1087.88,2025-06-19,2025-07-04,2025-06-27,8,15,True,False,True,False,Medium,Vendor has previous delays,Request additional validation
INV-00339,DataCore Systems,Procurement,Software License,1146.43,2025-02-26,2025-03-28,2025-03-08,10,30,True,False,False,False,Low,No risk detected,Approve for payment
