invoice_id,vendor,department,invoice_type,amount,submitted_date,due_date,approved_date,approval_days,payment_terms_days,has_purchase_order,duplicate_flag,vendor_delay_history,sla_breached,risk_level,risk_reason,next_best_action,days_until_due,approval_delay_flag,amount_category
INV-00154,CloudBridge Ltd,Procurement,Software License,12741.47,2025-06-22,2025-07-07,2025-07-10,18,15,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,15,1,Large
INV-00155,DataCore Systems,IT,Logistics,19300.34,2025-01-23,2025-03-24,2025-01-29,6,60,0,0,1,0,High,Amount exceeds approval limit,Send for manual review,60,0,Large
INV-00156,FinEdge Services,Operations,Security Service,7194.71,2025-10-01,2025-10-31,2025-10-16,15,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Medium
INV-00157,FinEdge Services,Procurement,Logistics,23683.54,2025-05-25,2025-07-24,2025-06-09,15,60,0,1,0,1,High,Duplicate invoice detected,Escalate to manager,60,1,Large
INV-00158,FinEdge Services,HR,Consulting Service,21837.75,2025-07-10,2025-09-08,2025-07-12,2,60,1,0,0,0,Low,No risk detected,Approve for payment,60,0,Large
INV-00159,CloudBridge Ltd,IT,Cloud Infrastructure,11288.05,2025-08-12,2025-09-11,2025-08-29,17,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Large
INV-00160,NetSecure Inc,Finance,Office Supplies,1426.1,2025-05-01,2025-06-15,2025-05-18,17,45,0,0,0,1,Medium,Missing purchase order,Escalate to manager,45,1,Medium
INV-00161,FinEdge Services,Finance,Cloud Infrastructure,23277.57,2025-03-12,2025-04-11,2025-03-23,11,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Large
INV-00162,DataCore Systems,Risk Management,Office Supplies,11270.18,2025-01-10,2025-01-25,2025-01-11,1,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Large
INV-00163,GreenLogix,Finance,Cloud Infrastructure,6017.24,2025-05-03,2025-05-18,2025-05-07,4,15,0,1,0,0,High,Duplicate invoice detected,Send for manual review,15,0,Medium
INV-00164,CloudBridge Ltd,Operations,Security Service,13447.74,2025-03-15,2025-04-14,2025-04-01,17,30,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,30,1,Large
INV-00165,NetSecure Inc,IT,Security Service,10472.53,2025-02-04,2025-03-21,2025-02-07,3,45,1,1,0,0,High,Duplicate invoice detected,Send for manual review,45,0,Large
INV-00166,TechNova Solutions,Risk Management,Office Supplies,24527.88,2025-07-02,2025-07-17,2025-07-11,9,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Large
INV-00167,CloudBridge Ltd,HR,Logistics,18941.31,2025-06-30,2025-07-15,2025-07-05,5,15,1,0,1,0,Medium,Vendor has previous delays,Request missing information,15,0,Large
INV-00168,Alpha Consulting,Risk Management,Office Supplies,15830.22,2025-08-23,2025-09-07,2025-08-28,5,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Large
INV-00169,TechNova Solutions,IT,Software License,7958.34,2025-10-06,2025-12-05,2025-10-16,10,60,0,0,0,0,Medium,Missing purchase order,Request missing information,60,0,Medium
INV-00170,FinEdge Services,Procurement,Cloud Infrastructure,21567.25,2025-05-20,2025-07-04,2025-05-22,2,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Large
INV-00171,GreenLogix,Risk Management,Office Supplies,22376.47,2025-04-06,2025-05-21,2025-04-19,13,45,0,1,0,1,High,Duplicate invoice detected,Escalate to manager,45,1,Large
INV-00172,OfficePlus Group,Finance,Logistics,10670.04,2025-10-07,2025-11-06,2025-10-21,14,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Large
INV-00173,CloudBridge Ltd,Procurement,Logistics,7461.43,2025-03-27,2025-05-26,2025-04-11,15,60,0,0,0,1,Medium,Missing purchase order,Escalate to manager,60,1,Medium
INV-00174,TechNova Solutions,Risk Management,Cloud Infrastructure,15409.8,2025-11-24,2026-01-08,2025-12-08,14,45,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,45,1,Large
INV-00175,GreenLogix,Procurement,Security Service,20047.29,2025-03-15,2025-03-30,2025-03-21,6,15,0,0,0,0,High,Amount exceeds approval limit,Send for manual review,15,0,Large
INV-00176,CloudBridge Ltd,IT,Logistics,9221.58,2025-11-06,2025-11-21,2025-11-19,13,15,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,15,1,Medium
INV-00177,NetSecure Inc,Operations,Software License,14390.65,2025-07-23,2025-09-06,2025-08-09,17,45,1,0,0,1,Low,No risk detected,Escalate to manager,45,1,Large
INV-00178,CloudBridge Ltd,Finance,Logistics,4732.6,2025-10-15,2025-12-14,2025-11-01,17,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Medium
INV-00179,Alpha Consulting,IT,Security Service,7210.86,2025-03-04,2025-04-03,2025-03-20,16,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Medium
INV-00180,DataCore Systems,Risk Management,Office Supplies,24931.83,2025-02-03,2025-03-20,2025-02-14,11,45,1,0,0,1,Low,No risk detected,Escalate to manager,45,1,Large
INV-00181,DataCore Systems,Procurement,Security Service,5683.62,2025-05-02,2025-06-01,2025-05-09,7,30,0,0,0,0,Medium,Missing purchase order,Request missing information,30,0,Medium
INV-00182,NetSecure Inc,Operations,Security Service,3331.3,2025-06-08,2025-06-23,2025-06-11,3,15,0,1,1,0,High,Duplicate invoice detected,Send for manual review,15,0,Medium
INV-00183,GreenLogix,Operations,Security Service,1936.39,2025-08-19,2025-09-03,2025-08-30,11,15,0,0,0,1,Medium,Missing purchase order,Escalate to manager,15,1,Medium
INV-00184,DataCore Systems,IT,Office Supplies,12621.31,2025-09-23,2025-10-08,2025-09-25,2,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Large
INV-00185,DataCore Systems,Procurement,Logistics,5714.21,2025-02-10,2025-03-27,2025-02-27,17,45,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,45,1,Medium
INV-00186,OfficePlus Group,IT,Logistics,7640.33,2025-09-15,2025-09-30,2025-10-03,18,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Medium
INV-00187,NetSecure Inc,HR,Software License,20648.38,2025-01-24,2025-02-08,2025-01-25,1,15,1,0,1,0,Medium,Vendor has previous delays,Request missing information,15,0,Large
INV-00188,GreenLogix,HR,Logistics,854.12,2025-11-25,2026-01-09,2025-12-13,18,45,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,45,1,Small
INV-00189,GreenLogix,Procurement,Office Supplies,1917.03,2025-08-14,2025-09-13,2025-08-16,2,30,0,1,0,0,High,Duplicate invoice detected,Send for manual review,30,0,Medium
INV-00190,FinEdge Services,Procurement,Security Service,3677.35,2025-07-24,2025-09-07,2025-08-04,11,45,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,45,1,Medium
INV-00191,CloudBridge Ltd,Procurement,Consulting Service,11715.17,2025-05-07,2025-07-06,2025-05-16,9,60,1,0,0,0,Low,No risk detected,Approve for payment,60,0,Large
INV-00192,OfficePlus Group,Operations,Security Service,10511.56,2025-10-23,2025-12-07,2025-10-29,6,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Large
INV-00193,Alpha Consulting,HR,Office Supplies,12519.12,2025-01-12,2025-03-13,2025-01-22,10,60,1,1,1,0,High,Duplicate invoice detected,Send for manual review,60,0,Large
INV-00194,Alpha Consulting,IT,Consulting Service,14625.27,2025-05-25,2025-06-09,2025-05-27,2,15,0,1,0,0,High,Duplicate invoice detected,Send for manual review,15,0,Large
INV-00195,TechNova Solutions,Finance,Office Supplies,3434.98,2025-07-26,2025-09-09,2025-08-04,9,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Medium
INV-00196,TechNova Solutions,HR,Security Service,4946.92,2025-02-07,2025-03-24,2025-02-25,18,45,0,1,1,1,High,Duplicate invoice detected,Escalate to manager,45,1,Medium
INV-00197,OfficePlus Group,HR,Logistics,15314.97,2025-07-21,2025-08-05,2025-07-26,5,15,1,0,1,0,Medium,Vendor has previous delays,Request missing information,15,0,Large
INV-00198,NetSecure Inc,IT,Consulting Service,15101.33,2025-01-24,2025-02-08,2025-02-06,13,15,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,15,1,Large
INV-00199,NetSecure Inc,Operations,Security Service,11479.02,2025-06-17,2025-07-17,2025-07-07,20,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Large
INV-00200,OfficePlus Group,HR,Cloud Infrastructure,12732.14,2025-10-16,2025-12-15,2025-11-02,17,60,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,60,1,Large
INV-00201,NetSecure Inc,Procurement,Logistics,2829.15,2025-11-19,2026-01-03,2025-12-03,14,45,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,45,1,Medium
INV-00202,FinEdge Services,Risk Management,Software License,14629.73,2025-03-17,2025-05-16,2025-03-23,6,60,1,0,1,0,Medium,Vendor has previous delays,Request missing information,60,0,Large
INV-00203,CloudBridge Ltd,IT,Software License,11081.86,2025-07-31,2025-08-30,2025-08-14,14,30,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,30,1,Large
INV-00204,Alpha Consulting,Risk Management,Logistics,1650.8,2025-10-15,2025-11-14,2025-10-20,5,30,1,1,1,0,High,Duplicate invoice detected,Send for manual review,30,0,Medium
INV-00205,GreenLogix,Procurement,Consulting Service,11545.62,2025-10-07,2025-11-21,2025-10-25,18,45,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,45,1,Large
INV-00206,Alpha Consulting,IT,Consulting Service,7047.26,2025-06-02,2025-07-02,2025-06-12,10,30,1,0,1,0,Medium,Vendor has previous delays,Request missing information,30,0,Medium
INV-00207,Alpha Consulting,Procurement,Office Supplies,8785.2,2025-03-04,2025-04-18,2025-03-13,9,45,0,1,0,0,High,Duplicate invoice detected,Send for manual review,45,0,Medium
INV-00208,DataCore Systems,Procurement,Software License,7262.0,2025-08-15,2025-09-29,2025-08-18,3,45,1,1,0,0,High,Duplicate invoice detected,Send for manual review,45,0,Medium
INV-00209,FinEdge Services,HR,Cloud Infrastructure,23332.3,2025-02-25,2025-03-27,2025-03-06,9,30,1,0,0,0,Low,No risk detected,Approve for payment,30,0,Large
INV-00210,FinEdge Services,Risk Management,Consulting Service,1407.03,2025-08-30,2025-10-14,2025-09-13,14,45,1,0,0,1,Low,No risk detected,Escalate to manager,45,1,Medium
INV-00211,DataCore Systems,Operations,Logistics,23382.3,2025-04-13,2025-06-12,2025-04-29,16,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Large
INV-00212,TechNova Solutions,Finance,Logistics,14395.92,2025-03-31,2025-04-15,2025-04-18,18,15,0,0,0,1,Medium,Missing purchase order,Escalate to manager,15,1,Large
INV-00213,GreenLogix,Operations,Consulting Service,23421.56,2025-01-05,2025-01-20,2025-01-15,10,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Large
INV-00214,OfficePlus Group,Operations,Logistics,13628.18,2025-09-16,2025-10-16,2025-10-02,16,30,0,0,0,1,Medium,Missing purchase order,Escalate to manager,30,1,Large
INV-00215,CloudBridge Ltd,Procurement,Consulting Service,18304.87,2025-01-08,2025-02-07,2025-01-17,9,30,1,0,1,0,Medium,Vendor has previous delays,Request missing information,30,0,Large
INV-00216,FinEdge Services,IT,Security Service,21418.05,2025-09-21,2025-11-20,2025-10-04,13,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Large
INV-00217,CloudBridge Ltd,IT,Consulting Service,11988.61,2025-05-14,2025-05-29,2025-05-22,8,15,0,0,0,0,Medium,Missing purchase order,Request missing information,15,0,Large
INV-00218,OfficePlus Group,Procurement,Cloud Infrastructure,14603.27,2025-05-14,2025-05-29,2025-06-02,19,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Large
INV-00219,CloudBridge Ltd,Operations,Cloud Infrastructure,4076.95,2025-03-02,2025-04-16,2025-03-19,17,45,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,45,1,Medium
INV-00220,FinEdge Services,IT,Consulting Service,12006.73,2025-08-01,2025-09-15,2025-08-16,15,45,0,0,0,1,Medium,Missing purchase order,Escalate to manager,45,1,Large
INV-00221,CloudBridge Ltd,HR,Office Supplies,13251.51,2025-10-16,2025-10-31,2025-10-28,12,15,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,15,1,Large
INV-00222,FinEdge Services,HR,Security Service,3831.32,2025-03-01,2025-04-30,2025-03-12,11,60,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,60,1,Medium
INV-00223,Alpha Consulting,Finance,Office Supplies,3385.41,2025-10-16,2025-12-15,2025-10-30,14,60,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,60,1,Medium
INV-00224,OfficePlus Group,Risk Management,Software License,9959.12,2025-10-24,2025-11-23,2025-10-25,1,30,1,0,0,0,Low,No risk detected,Approve for payment,30,0,Medium
INV-00225,NetSecure Inc,Risk Management,Software License,13574.97,2025-08-30,2025-09-14,2025-09-01,2,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Large
INV-00226,DataCore Systems,IT,Logistics,24460.5,2025-07-15,2025-08-29,2025-07-29,14,45,0,1,0,1,High,Duplicate invoice detected,Escalate to manager,45,1,Large
INV-00227,CloudBridge Ltd,Risk Management,Logistics,21876.39,2025-03-02,2025-04-16,2025-03-07,5,45,1,1,1,0,High,Duplicate invoice detected,Send for manual review,45,0,Large
INV-00228,DataCore Systems,Risk Management,Consulting Service,20887.06,2025-08-26,2025-10-10,2025-08-27,1,45,0,1,0,0,High,Duplicate invoice detected,Send for manual review,45,0,Large
INV-00229,FinEdge Services,Operations,Cloud Infrastructure,3962.52,2025-01-17,2025-02-01,2025-01-24,7,15,0,0,0,0,Medium,Missing purchase order,Request missing information,15,0,Medium
INV-00230,FinEdge Services,Finance,Software License,14889.21,2025-05-06,2025-05-21,2025-05-21,15,15,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,15,1,Large
INV-00231,FinEdge Services,HR,Consulting Service,18884.2,2025-09-15,2025-10-15,2025-09-17,2,30,1,0,1,0,Medium,Vendor has previous delays,Request missing information,30,0,Large
INV-00232,NetSecure Inc,HR,Security Service,19336.2,2025-06-04,2025-07-04,2025-06-15,11,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Large
INV-00233,OfficePlus Group,Procurement,Software License,13962.28,2025-11-17,2025-12-17,2025-12-06,19,30,0,1,0,1,High,Duplicate invoice detected,Escalate to manager,30,1,Large
INV-00234,NetSecure Inc,Risk Management,Logistics,9590.75,2025-08-02,2025-09-16,2025-08-19,17,45,0,0,0,1,Medium,Missing purchase order,Escalate to manager,45,1,Medium
INV-00235,GreenLogix,IT,Security Service,11890.62,2025-03-15,2025-04-29,2025-03-23,8,45,0,0,1,0,Medium,Missing purchase order,Request missing information,45,0,Large
INV-00236,GreenLogix,Operations,Security Service,13296.8,2025-05-11,2025-06-10,2025-05-24,13,30,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,30,1,Large
INV-00237,CloudBridge Ltd,Operations,Cloud Infrastructure,2402.35,2025-05-18,2025-06-02,2025-05-25,7,15,0,0,0,0,Medium,Missing purchase order,Request missing information,15,0,Medium
INV-00238,FinEdge Services,HR,Logistics,16819.12,2025-04-17,2025-06-16,2025-04-24,7,60,1,0,0,0,Low,No risk detected,Approve for payment,60,0,Large
INV-00239,FinEdge Services,IT,Logistics,3021.17,2025-11-06,2025-12-06,2025-11-22,16,30,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,30,1,Medium
INV-00240,NetSecure Inc,Procurement,Office Supplies,11709.64,2025-05-14,2025-06-28,2025-05-26,12,45,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,45,1,Large
INV-00241,CloudBridge Ltd,Risk Management,Office Supplies,19064.56,2025-07-09,2025-08-08,2025-07-20,11,30,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,30,1,Large
INV-00242,FinEdge Services,Risk Management,Consulting Service,503.88,2025-06-01,2025-07-31,2025-06-19,18,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Small
INV-00243,FinEdge Services,Operations,Security Service,20850.73,2025-05-12,2025-06-26,2025-05-28,16,45,0,1,0,1,High,Duplicate invoice detected,Escalate to manager,45,1,Large
INV-00244,DataCore Systems,Risk Management,Cloud Infrastructure,4314.72,2025-04-05,2025-06-04,2025-04-23,18,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Medium
INV-00245,TechNova Solutions,Finance,Office Supplies,3523.54,2025-03-19,2025-04-03,2025-03-27,8,15,1,0,1,0,Medium,Vendor has previous delays,Request missing information,15,0,Medium
INV-00246,Alpha Consulting,Procurement,Software License,15484.1,2025-09-07,2025-11-06,2025-09-27,20,60,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,60,1,Large
INV-00247,GreenLogix,Finance,Software License,13282.5,2025-01-09,2025-02-23,2025-01-18,9,45,0,0,0,0,Medium,Missing purchase order,Request missing information,45,0,Large
INV-00248,CloudBridge Ltd,HR,Consulting Service,6100.12,2025-07-01,2025-08-15,2025-07-21,20,45,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,45,1,Medium
INV-00249,NetSecure Inc,Operations,Office Supplies,14168.55,2025-02-11,2025-03-28,2025-02-19,8,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Large
INV-00250,GreenLogix,Operations,Security Service,11952.53,2025-02-12,2025-03-14,2025-02-13,1,30,0,1,1,0,High,Duplicate invoice detected,Send for manual review,30,0,Large
INV-00251,NetSecure Inc,HR,Software License,22380.3,2025-04-19,2025-05-19,2025-04-21,2,30,0,0,0,0,High,Amount exceeds approval limit,Send for manual review,30,0,Large
INV-00252,CloudBridge Ltd,Risk Management,Cloud Infrastructure,22492.86,2025-04-02,2025-04-17,2025-04-21,19,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Large
INV-00253,DataCore Systems,Risk Management,Office Supplies,23228.99,2025-10-16,2025-11-15,2025-10-26,10,30,1,1,1,0,High,Duplicate invoice detected,Send for manual review,30,0,Large
INV-00254,NetSecure Inc,Operations,Logistics,3584.77,2025-01-28,2025-03-14,2025-01-31,3,45,1,1,0,0,High,Duplicate invoice detected,Send for manual review,45,0,Medium
INV-00255,CloudBridge Ltd,Procurement,Security Service,19248.24,2025-06-17,2025-08-16,2025-07-07,20,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Large
INV-00256,Alpha Consulting,IT,Cloud Infrastructure,13870.64,2025-04-06,2025-06-05,2025-04-19,13,60,0,0,1,1,Medium,Missing purchase order,Escalate to manager,60,1,Large
INV-00257,OfficePlus Group,IT,Logistics,1930.32,2025-07-14,2025-08-13,2025-07-23,9,30,1,1,0,0,High,Duplicate invoice detected,Send for manual review,30,0,Medium
INV-00258,NetSecure Inc,Finance,Software License,229.36,2025-07-04,2025-09-02,2025-07-14,10,60,1,0,0,0,Low,No risk detected,Approve for payment,60,0,Small
INV-00259,CloudBridge Ltd,IT,Office Supplies,11276.21,2025-02-22,2025-04-23,2025-03-12,18,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Large
INV-00260,CloudBridge Ltd,HR,Security Service,19632.52,2025-05-30,2025-06-14,2025-06-12,13,15,0,1,0,1,High,Duplicate invoice detected,Escalate to manager,15,1,Large
INV-00261,FinEdge Services,HR,Security Service,4322.61,2025-03-13,2025-04-12,2025-03-26,13,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Medium
INV-00262,Alpha Consulting,IT,Software License,4263.46,2025-06-03,2025-08-02,2025-06-12,9,60,0,0,0,0,Medium,Missing purchase order,Request missing information,60,0,Medium
INV-00263,OfficePlus Group,IT,Logistics,15663.34,2025-08-23,2025-09-22,2025-09-12,20,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Large
INV-00264,TechNova Solutions,Operations,Cloud Infrastructure,21056.17,2025-08-14,2025-09-28,2025-08-27,13,45,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,45,1,Large
INV-00265,DataCore Systems,Procurement,Cloud Infrastructure,15119.96,2025-06-10,2025-08-09,2025-06-17,7,60,1,1,0,0,High,Duplicate invoice detected,Send for manual review,60,0,Large
INV-00266,OfficePlus Group,Risk Management,Logistics,15859.27,2025-06-16,2025-07-16,2025-07-05,19,30,0,0,0,1,High,Amount exceeds approval limit,Escalate to manager,30,1,Large
INV-00267,NetSecure Inc,Finance,Security Service,5075.02,2025-10-09,2025-11-08,2025-10-27,18,30,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,30,1,Medium
INV-00268,FinEdge Services,Operations,Cloud Infrastructure,20798.92,2025-09-13,2025-11-12,2025-09-16,3,60,1,0,0,0,Low,No risk detected,Approve for payment,60,0,Large
INV-00269,OfficePlus Group,Risk Management,Consulting Service,17909.39,2025-08-18,2025-09-02,2025-08-31,13,15,0,1,1,1,High,Duplicate invoice detected,Escalate to manager,15,1,Large
INV-00270,GreenLogix,HR,Software License,19788.95,2025-02-25,2025-03-12,2025-03-09,12,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Large
INV-00271,TechNova Solutions,HR,Logistics,16969.05,2025-08-09,2025-09-23,2025-08-22,13,45,1,0,0,1,Low,No risk detected,Escalate to manager,45,1,Large
INV-00272,OfficePlus Group,IT,Security Service,18696.64,2025-08-17,2025-09-16,2025-09-04,18,30,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,30,1,Large
INV-00273,DataCore Systems,Procurement,Software License,12121.0,2025-02-13,2025-04-14,2025-02-23,10,60,1,0,0,0,Low,No risk detected,Approve for payment,60,0,Large
INV-00274,OfficePlus Group,Procurement,Office Supplies,19628.32,2025-06-28,2025-08-27,2025-07-15,17,60,0,0,0,1,High,Amount exceeds approval limit,Escalate to manager,60,1,Large
INV-00275,Alpha Consulting,Procurement,Software License,7576.58,2025-06-25,2025-07-10,2025-06-29,4,15,1,0,1,0,Medium,Vendor has previous delays,Request missing information,15,0,Medium
INV-00276,FinEdge Services,HR,Consulting Service,13842.57,2025-08-25,2025-10-24,2025-09-05,11,60,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,60,1,Large
INV-00277,DataCore Systems,IT,Logistics,16466.97,2025-11-11,2025-11-26,2025-11-24,13,15,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,15,1,Large
INV-00278,GreenLogix,Operations,Software License,17647.92,2025-02-02,2025-03-19,2025-02-09,7,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Large
INV-00279,NetSecure Inc,IT,Office Supplies,2937.48,2025-11-02,2025-12-17,2025-11-18,16,45,0,1,1,1,High,Duplicate invoice detected,Escalate to manager,45,1,Medium
INV-00280,CloudBridge Ltd,Procurement,Cloud Infrastructure,21153.39,2025-06-02,2025-07-02,2025-06-22,20,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Large
INV-00281,CloudBridge Ltd,IT,Cloud Infrastructure,3012.03,2025-09-19,2025-10-19,2025-10-01,12,30,0,1,1,1,High,Duplicate invoice detected,Escalate to manager,30,1,Medium
INV-00282,DataCore Systems,HR,Office Supplies,10633.67,2025-10-12,2025-11-11,2025-10-28,16,30,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,30,1,Large
INV-00283,DataCore Systems,IT,Cloud Infrastructure,21065.43,2025-07-03,2025-07-18,2025-07-23,20,15,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,15,1,Large
INV-00284,FinEdge Services,Operations,Security Service,12685.41,2025-09-09,2025-11-08,2025-09-25,16,60,0,1,0,1,High,Duplicate invoice detected,Escalate to manager,60,1,Large
INV-00285,DataCore Systems,Finance,Security Service,868.43,2025-01-17,2025-03-03,2025-01-25,8,45,1,0,1,0,Medium,Vendor has previous delays,Request missing information,45,0,Small
INV-00286,OfficePlus Group,IT,Office Supplies,14184.7,2025-10-21,2025-11-05,2025-11-06,16,15,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,15,1,Large
INV-00287,NetSecure Inc,HR,Software License,19024.1,2025-08-06,2025-09-05,2025-08-21,15,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Large
INV-00288,TechNova Solutions,Operations,Cloud Infrastructure,8779.57,2025-03-02,2025-05-01,2025-03-05,3,60,1,0,1,0,Medium,Vendor has previous delays,Request missing information,60,0,Medium
INV-00289,NetSecure Inc,Risk Management,Security Service,15855.99,2025-04-16,2025-05-16,2025-04-22,6,30,1,0,1,0,Medium,Vendor has previous delays,Request missing information,30,0,Large
INV-00290,NetSecure Inc,HR,Cloud Infrastructure,14961.76,2025-05-30,2025-07-14,2025-06-05,6,45,1,0,1,0,Medium,Vendor has previous delays,Request missing information,45,0,Large
INV-00291,CloudBridge Ltd,IT,Office Supplies,22977.34,2025-03-09,2025-04-08,2025-03-18,9,30,1,0,1,0,Medium,Vendor has previous delays,Request missing information,30,0,Large
INV-00292,NetSecure Inc,IT,Logistics,9878.25,2025-11-18,2026-01-02,2025-11-23,5,45,0,1,0,0,High,Duplicate invoice detected,Send for manual review,45,0,Medium
INV-00293,CloudBridge Ltd,Risk Management,Software License,10130.98,2025-08-21,2025-10-05,2025-08-30,9,45,0,0,1,0,Medium,Missing purchase order,Request missing information,45,0,Large
INV-00294,TechNova Solutions,Risk Management,Software License,18300.21,2025-02-02,2025-03-19,2025-02-17,15,45,0,0,0,1,High,Amount exceeds approval limit,Escalate to manager,45,1,Large
INV-00295,FinEdge Services,Operations,Cloud Infrastructure,8139.34,2025-10-08,2025-11-22,2025-10-18,10,45,1,1,0,0,High,Duplicate invoice detected,Send for manual review,45,0,Medium
INV-00296,TechNova Solutions,Finance,Software License,15691.87,2025-03-05,2025-03-20,2025-03-20,15,15,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,15,1,Large
INV-00297,TechNova Solutions,Operations,Consulting Service,24892.78,2025-03-23,2025-05-07,2025-03-28,5,45,1,0,1,0,Medium,Vendor has previous delays,Request missing information,45,0,Large
INV-00298,NetSecure Inc,Procurement,Software License,9358.91,2025-07-22,2025-08-06,2025-07-28,6,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Medium
INV-00299,CloudBridge Ltd,Risk Management,Software License,127.05,2025-03-09,2025-03-24,2025-03-25,16,15,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,15,1,Small
INV-00300,TechNova Solutions,Risk Management,Cloud Infrastructure,20446.01,2025-09-02,2025-10-02,2025-09-16,14,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Large
INV-00301,CloudBridge Ltd,Risk Management,Software License,2669.72,2025-03-12,2025-04-26,2025-03-24,12,45,0,0,1,1,Medium,Missing purchase order,Escalate to manager,45,1,Medium
INV-00302,DataCore Systems,Finance,Security Service,14125.95,2025-08-14,2025-09-13,2025-09-03,20,30,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,30,1,Large
INV-00303,DataCore Systems,Operations,Security Service,17195.5,2025-02-21,2025-03-08,2025-02-28,7,15,1,0,1,0,Medium,Vendor has previous delays,Request missing information,15,0,Large
INV-00304,GreenLogix,Procurement,Office Supplies,7931.14,2025-05-22,2025-06-21,2025-05-27,5,30,1,0,1,0,Medium,Vendor has previous delays,Request missing information,30,0,Medium
INV-00305,OfficePlus Group,Risk Management,Software License,21212.51,2025-09-23,2025-10-23,2025-10-03,10,30,1,1,0,0,High,Duplicate invoice detected,Send for manual review,30,0,Large
INV-00306,TechNova Solutions,IT,Office Supplies,9708.55,2025-11-23,2026-01-22,2025-12-01,8,60,1,0,0,0,Low,No risk detected,Approve for payment,60,0,Medium
INV-00307,NetSecure Inc,IT,Office Supplies,21534.27,2025-07-07,2025-09-05,2025-07-26,19,60,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,60,1,Large
